StreetName,buldingNr,apartmentNr,postalCode,city,district
Cienista,5,,31-831,Kraków, 
Drukarska,5,,30-348,Kraków, 
Ernesta Solvaya,5,,30-427,Kraków, 
Fatimska,5,,31-831,Kraków, 
Kaczeńcowa,5,,31-831,Kraków, 
,5,,31-635,Kraków, 
Przemiarki,5,,30-384,Kraków, 
Raciborska,5,,30-384,Kraków, 
Studzianki,5,,30-384,Kraków, 
Tadeusza Starca,5,,30-427,Kraków, 
Torfowa,5,,30-384,Kraków, 
Zalesie,5,,30-384,Kraków, 
Fatimska,50,,31-831,Kraków, 
Doktora Jana Piltza,50,,30-392,Kraków, 
,50,,31-636,Kraków, 
Obozowa,50A,,30-383,Kraków, 
Obozowa,50B,,30-383,Kraków, 
Cienista,51,,31-831,Kraków, 
Fatimska,51,,31-831,Kraków, 
,51,,31-636,Kraków, 
Cienista,52,,31-831,Kraków, 
Fatimska,52,,31-831,Kraków, 
Obozowa,52,,30-383,Kraków, 
Obozowa,52A,,30-383,Kraków, 
Fatimska,53,,31-831,Kraków, 
Generała Leopolda Okulickiego,53,,31-637,Kraków, 
Obozowa,53,,30-383,Kraków, 
,53,,31-636,Kraków, 
Zalesie,53,,30-384,Kraków, 
Fatimska,53b,,31-831,Kraków, 
Cienista,54,,31-831,Kraków, 
Fatimska,54,,31-831,Kraków, 
,54,,31-636,Kraków, 
Cienista,55,,31-831,Kraków, 
Fatimska,55,,31-831,Kraków, 
Obozowa,55,,30-383,Kraków, 
,55,,31-636,Kraków, 
Zalesie,55,,30-384,Kraków, 
Obozowa,55A,,30-383,Kraków, 
Fatimska,55B,,31-831,Kraków, 
,55a,,31-636,Kraków, 
Fatimska,56,,31-831,Kraków, 
,56,,31-636,Kraków, 
Fatimska,57,,31-831,Kraków, 
Obozowa,57,,30-383,Kraków, 
,57,,31-636,Kraków, 
Zalesie,57,,30-384,Kraków, 
Fatimska,57A,,31-831,Kraków, 
Zalesie,57a,,30-384,Kraków, 
Cienista,58,,31-831,Kraków, 
Fatimska,58,,31-831,Kraków, 
Obozowa,58,,30-383,Kraków, 
Zalesie,58,,30-384,Kraków, 
Obozowa,58A,,30-383,Kraków, 
Obozowa,58B,,30-383,Kraków, 
Obozowa,59,,30-383,Kraków, 
Zalesie,59,,30-384,Kraków, 
Zalesie,59a,,30-384,Kraków, 
Drukarska,5A,,30-348,Kraków, 
Cienista,6,,31-831,Kraków, 
Druhny Hanki,6,,30-427,Kraków, 
Drukarska,6,,30-348,Kraków, 
Ernesta Solvaya,6,,30-427,Kraków, 
Kaczeńcowa,6,,31-831,Kraków, 
,6,,31-635,Kraków, 
Przemiarki,6,,30-384,Kraków, 
Studzianki,6,,30-384,Kraków, 
Tadeusza Starca,6,,30-427,Kraków, 
Doktora Zygmunta Łuczyńskiego,6,,30-427,Kraków, 
Cienista,60,,31-831,Kraków, 
Fatimska,60,,31-831,Kraków, 
Generała Leopolda Okulickiego,60,,31-637,Kraków, 
Obozowa,60,,30-383,Kraków, 
Cienista,61,,31-831,Kraków, 
Zalesie,61A,,30-384,Kraków, 
Cienista,62,,31-831,Kraków, 
Fatimska,62,,31-831,Kraków, 
Obozowa,62,,30-383,Kraków, 
Obozowa,62A,,30-383,Kraków, 
Obozowa,62B,,30-383,Kraków, 
Obozowa,62C,,30-383,Kraków, 
Obozowa,62D,,30-383,Kraków, 
Fatimska,63,,31-831,Kraków, 
Obozowa,63,,30-383,Kraków, 
Cienista,64,,31-831,Kraków, 
Fatimska,64,,31-831,Kraków, 
Obozowa,64,,30-383,Kraków, 
Cienista,66,,31-831,Kraków, 
Generała Leopolda Okulickiego,66,,31-637,Kraków, 
Obozowa,66,,30-383,Kraków, 
Obozowa,66A,,30-383,Kraków, 
Cienista,68,,31-831,Kraków, 
Fatimska,68,,31-831,Kraków, 
Generała Leopolda Okulickiego,68,,31-637,Kraków, 
Obozowa,68,,30-383,Kraków, 
Generała Leopolda Okulickiego,69,,31-637,Kraków, 
Przemiarki,6A,,30-384,Kraków, 
Fatimska,6a,,31-831,Kraków, 
Fatimska,6g,,31-831,Kraków, 
Benedykta Cesarza,7,,30-427,Kraków, 
Cienista,7,,31-831,Kraków, 
Drukarska,7,,30-348,Kraków, 
Ernesta Solvaya,7,,30-427,Kraków, 
Fatimska,7,,31-831,Kraków, 
Profesora Władysława Konopczyńskiego,7,,30-383,Kraków, 
Karola Szczerbińskiego,7,,30-427,Kraków, 
,7,,31-832,Kraków, 
,7,,31-635,Kraków, 
Przemiarki,7,,30-384,Kraków, 
Raciborska,7,,30-384,Kraków, 
Studzianki,7,,30-384,Kraków, 
Torfowa,7,,30-384,Kraków, 
Zalesie,7,,30-384,Kraków, 
Doktora Zygmunta Łuczyńskiego,7,,30-427,Kraków, 
Cienista,70,,31-831,Kraków, 
Fatimska,70,,31-831,Kraków, 
Obozowa,70,,30-383,Kraków, 
Generała Leopolda Okulickiego,71,,31-637,Kraków, 
Cienista,72,,31-831,Kraków, 
Fatimska,72,,31-831,Kraków, 
Cienista,74,,31-831,Kraków, 
Fatimska,74,,31-831,Kraków, 
Obozowa,74,,30-383,Kraków, 
Cienista,76,,31-831,Kraków, 
Fatimska,76,,31-831,Kraków, 
Obozowa,76,,30-383,Kraków, 
Cienista,78,,31-831,Kraków, 
Obozowa,78a,,30-383,Kraków, 
Obozowa,78b,,30-383,Kraków, 
Drukarska,7A,,30-348,Kraków, 
Profesora Władysława Konopczyńskiego,7A,,30-383,Kraków, 
,7A,,31-630,Kraków, 
,7B,,31-630,Kraków, 
,7C,,31-630,Kraków, 
,7D,,31-630,Kraków, 
,7E,,31-630,Kraków, 
Przemiarki,7a,,30-384,Kraków, 
Cienista,8,,31-831,Kraków, 
Druhny Hanki,8,,30-427,Kraków, 
Drukarska,8,,30-348,Kraków, 
Ernesta Solvaya,8,,30-427,Kraków, 
Fatimska,8,,31-831,Kraków, 
Kaczeńcowa,8,,31-831,Kraków, 
,8,,31-635,Kraków, 
Przemiarki,8,,30-384,Kraków, 
Raciborska,6,,30-384,Kraków, 
Studzianki,8,,30-384,Kraków, 
Tadeusza Starca,8,,30-427,Kraków, 
Torfowa,8,,30-384,Kraków, 
Doktora Zygmunta Łuczyńskiego,8,,30-427,Kraków, 
Doktora Zygmunta Łuczyńskiego,8,,30-427,Kraków, 
Cienista,80,,31-831,Kraków, 
Cienista,82,,31-831,Kraków, 
Cienista,86,,31-831,Kraków, 
Benedykta Cesarza,9,,30-427,Kraków, 
Cienista,9,,31-831,Kraków, 
Drukarska,9,,30-348,Kraków, 
Ernesta Solvaya,9,,30-427,Kraków, 
Fatimska,9,,31-831,Kraków, 
Kaczeńcowa,9,,31-831,Kraków, 
Karola Szczerbińskiego,9,,30-427,Kraków, 
,9,,31-635,Kraków, 
Raciborska,9,,30-384,Kraków, 
Studzianki,9,,30-384,Kraków, 
Torfowa,9,,30-384,Kraków, 
Księdza Wojciecha Karabuły,9,,30-427,Kraków, 
Zalesie,9,,30-384,Kraków, 
Doktora Zygmunta Łuczyńskiego,9,,30-427,Kraków, 
Fatimska,9a,,31-831,Kraków, 
Profesor Janiny Bieniarzówny,1,,30-382,Kraków, 
Profesor Janiny Bieniarzówny,10,,30-382,Kraków, 
Skośna,11,,30-383,Kraków, 
Kobierzyńska,115,,30-382,Kraków, 
Kobierzyńska,117a,,30-382,Kraków, 
Kobierzyńska,117b,,30-382,Kraków, 
Skośna,11a,,30-383,Kraków, 
Profesor Janiny Bieniarzówny,12,,30-382,Kraków, 
Kobierzyńska,120,,30-382,Kraków, 
Kobierzyńska,123,,30-382,Kraków, 
Kobierzyńska,124,,30-382,Kraków, 
Kobierzyńska,125,,30-382,Kraków, 
Kobierzyńska,125a,,30-382,Kraków, 
Kobierzyńska,126,,30-382,Kraków, 
Kobierzyńska,129,,30-382,Kraków, 
Kobierzyńska,129A,,30-382,Kraków, 
Skośna,13,,30-383,Kraków, 
Kobierzyńska,130,,30-382,Kraków, 
Kobierzyńska,131,,30-382,Kraków, 
Kobierzyńska,132,,30-382,Kraków, 
Kobierzyńska,133,,30-382,Kraków, 
Kobierzyńska,133a,,30-382,Kraków, 
Kobierzyńska,134,,30-382,Kraków, 
Kobierzyńska,135,,30-382,Kraków, 
Kobierzyńska,137,,30-382,Kraków, 
Kobierzyńska,139A,,30-382,Kraków, 
Kobierzyńska,139B,,30-382,Kraków, 
Profesor Janiny Bieniarzówny,14,,30-382,Kraków, 
Kobierzyńska,142,,30-382,Kraków, 
Kobierzyńska,143,,30-382,Kraków, 
Kobierzyńska,145,,30-382,Kraków, 
Kobierzyńska,147,,30-382,Kraków, 
Kobierzyńska,149,,30-382,Kraków, 
Skośna,15,,30-383,Kraków, 
Kobierzyńska,150,,30-382,Kraków, 
Kobierzyńska,151,,30-382,Kraków, 
Profesor Janiny Bieniarzówny,16,,30-382,Kraków, 
Kobierzyńska,163,,30-382,Kraków, 
Kobierzyńska,165,,30-382,Kraków, 
Kobierzyńska,168,,30-382,Kraków, 
Kobierzyńska,170,,30-382,Kraków, 
Kobierzyńska,172,,30-382,Kraków, 
Kobierzyńska,172A,,30-382,Kraków, 
Kobierzyńska,174A,,30-382,Kraków, 
Kobierzyńska,174B,,30-382,Kraków, 
Kobierzyńska,178,,30-382,Kraków, 
Kobierzyńska,179,,30-382,Kraków, 
Profesor Janiny Bieniarzówny,18,,30-382,Kraków, 
Kobierzyńska,180,,30-382,Kraków, 
Kobierzyńska,182,,30-382,Kraków, 
Kobierzyńska,183,,30-382,Kraków, 
Kobierzyńska,183A,,30-382,Kraków, 
Kobierzyńska,183B,,30-382,Kraków, 
Kobierzyńska,183C,,30-382,Kraków, 
Kobierzyńska,183D,,30-382,Kraków, 
Kobierzyńska,183E,,30-382,Kraków, 
Kobierzyńska,183F,,30-382,Kraków, 
Kobierzyńska,184,,30-382,Kraków, 
Kobierzyńska,185,,30-382,Kraków, 
Kobierzyńska,186,,30-382,Kraków, 
Kobierzyńska,186A,,30-382,Kraków, 
Kobierzyńska,186B,,30-382,Kraków, 
Kobierzyńska,187,,30-382,Kraków, 
Kobierzyńska,189,,30-382,Kraków, 
Kobierzyńska,189A,,30-382,Kraków, 
Kobierzyńska,189B,,30-382,Kraków, 
Profesor Janiny Bieniarzówny,2,,30-382,Kraków, 
Profesor Janiny Bieniarzówny,20,,30-382,Kraków, 
Profesor Janiny Bieniarzówny,22,,30-382,Kraków, 
Profesor Janiny Bieniarzówny,24,,30-382,Kraków, 
Profesor Janiny Bieniarzówny,26,,30-382,Kraków, 
Profesor Janiny Bieniarzówny,28,,30-382,Kraków, 
Profesor Janiny Bieniarzówny,3,,30-382,Kraków, 
Pułkownika Józefa Spychalskiego,3,,30-382,Kraków, 
Batalionów Chłopskich,34,,30-394,Kraków, 
Lubostroń,3A,,30-383,Kraków, 
Lubostroń,3b,,30-383,Kraków, 
Lubostroń,3c,,30-383,Kraków, 
Profesor Janiny Bieniarzówny,4,,30-382,Kraków, 
Profesor Janiny Bieniarzówny,5,,30-382,Kraków, 
Lubostroń,5,,30-383,Kraków, 
Skośna,5,,30-383,Kraków, 
Profesor Janiny Bieniarzówny,6,,30-382,Kraków, 
Skośna,7,,30-383,Kraków, 
Lubostroń,7A,,30-383,Kraków, 
Lubostroń,7B,,30-383,Kraków, 
Profesor Janiny Bieniarzówny,8,,30-382,Kraków, 
Lubostroń,9,,30-383,Kraków, 
Skośna,9,,30-383,Kraków, 
Józefa Rostafińskiego,4,,30-072,Kraków, 
Józefa Rostafińskiego,10,,30-072,Kraków, 
Zakopiańska,48,,30-418,Kraków, 
Lubicz,28,,31-511,Kraków, 
Rynek Dębnicki,9,,30-319,Kraków, 
Rolna,1,,30-318,Kraków, 
Andrieja Sacharowa,1,,30-806,Kraków, 
Bieżanowska,1,,30-812,Kraków, 
Braterska,1,,30-802,Kraków, 
Działkowa,1,,30-854,Kraków, 
Filipa Kallimacha,1,,30-834,Kraków, 
Górników,1,,30-819,Kraków, 
Górska,1,,30-628,Kraków, 
Jana Kantego Andrusikiewicza,1,,30-815,Kraków, 
Jarosławska,1,,30-641,Kraków, 
Karpacka,1,,30-827,Kraków, 
Księdza Piotra Ściegiennego,1,,30-867,Kraków, 
Lubuska,1,,30-630,Kraków, 
Marzanny,1,,30-828,Kraków, 
Mazurska,1,,30-802,Kraków, 
Bieżanowska,88,,30-830,Kraków, 
Opty,1,,30-836,Kraków, 
Prosta,1,,30-814,Kraków, 
Siostrzana,1,,30-804,Kraków, 
Snycerska,1,,30-817,Kraków, 
Solarzy,1,,30-827,Kraków, 
Sportowa,1,,30-625,Kraków, 
Szymona Czechowicza,1,,30-828,Kraków, 
Wacława Popławskiego,1,,30-818,Kraków, 
Wojciecha Darasza,1,,30-826,Kraków, 
Wojciecha Gersona,1,,30-818,Kraków, 
Aleja Adolfa Dygasińskiego,1,,30-820,Kraków, 
Generała Józefa Sułkowskiego,1,,30-626,Kraków, 
Generała Ludwika Mierosławskiego,1,,30-807,Kraków, 
Aleksandry,10,,30-837,Kraków, 
Andrieja Sacharowa,10,,30-806,Kraków, 
Anny Libera,10,,30-821,Kraków, 
Bieżanowska,10,,30-812,Kraków, 
Komandora Bohdana Wrońskiego,10,,30-852,Kraków, 
Braterska,10,,30-802,Kraków, 
Chłopska,10,,30-806,Kraków, 
Ciasna,10,,30-690,Kraków, 
Czorsztyńska,10,,30-665,Kraków, 
Działkowa,10,,30-854,Kraków, 
Filipa Kallimacha,10,,30-834,Kraków, 
Generała Jakuba Jasińskiego,10,,30-815,Kraków, 
Górników,10,,30-816,Kraków, 
Górska,10,,30-628,Kraków, 
Imielna,10,,30-856,Kraków, 
Karpacka,10,,30-827,Kraków, 
Laskowa,10,,30-852,Kraków, 
Lubuska,10,,30-630,Kraków, 
Marzanny,10,,30-828,Kraków, 
Muzyków,10,,30-823,Kraków, 
Młodzieży,10,,30-829,Kraków, 
Nadzieja,10,,30-645,Kraków, 
Pawła Morawiańskiego,10,,30-827,Kraków, 
Piotra Bardowskiego,10,,30-807,Kraków, 
Podmiłów,10,,30-829,Kraków, 
Promienna,10,,30-823,Kraków, 
Prosta,10,,30-814,Kraków, 
Ruciana,10,,30-803,Kraków, 
Siostrzana,10,,30-804,Kraków, 
Smolna,10,,30-829,Kraków, 
Snycerska,10,,30-817,Kraków, 
Solarzy,10,,30-827,Kraków, 
Sporna,10,,30-690,Kraków, 
Szara,10,,30-820,Kraków, 
Szymona Czechowicza,10,,30-828,Kraków, 
Wacława Popławskiego,10,,30-818,Kraków, 
Wojciecha Darasza,10,,30-826,Kraków, 
Aleja Adolfa Dygasińskiego,10,,30-820,Kraków, 
Śnieżna,10,,30-822,Kraków, 
Alfreda Dauna,100,,30-629,Kraków, 
Bieżanowska,100a,,30-826,Kraków, 
Alfreda Dauna,101,,30-629,Kraków, 
Alfreda Dauna,102,,30-629,Kraków, 
Bieżanowska,102,,30-826,Kraków, 
Alfreda Dauna,102a,,30-629,Kraków, 
Bieżanowska,102a,,30-826,Kraków, 
Alfreda Dauna,103,,30-629,Kraków, 
Bieżanowska,103,,30-826,Kraków, 
Bieżanowska,104,,30-826,Kraków, 
Alfreda Dauna,105,,30-629,Kraków, 
Bieżanowska,106,,30-826,Kraków, 
Alfreda Dauna,107,,30-629,Kraków, 
Bieżanowska,108,,30-826,Kraków, 
Alfreda Dauna,109,,30-629,Kraków, 
Bieżanowska,10A,,30-812,Kraków, 
Śnieżna,10A,,30-822,Kraków, 
Błotna,10H,,30-690,Kraków, 
Błotna,10I,,30-690,Kraków, 
Błotna,10J,,30-690,Kraków, 
Braterska,10a,,30-802,Kraków, 
Górska,10a,,30-628,Kraków, 
Marzanny,10a,,30-828,Kraków, 
Młodzieży,10a,,30-829,Kraków, 
Pawła Morawiańskiego,10a,,30-827,Kraków, 
Andrieja Sacharowa,11,,30-802,Kraków, 
Bieżanowska,11,,30-812,Kraków, 
Komandora Bohdana Wrońskiego,11,,30-852,Kraków, 
Braterska,11,,30-802,Kraków, 
Bronisława Pierackiego,11,,30-627,Kraków, 
Ciasna,11,,30-690,Kraków, 
Czorsztyńska,11,,30-665,Kraków, 
Filipa Kallimacha,11,,30-834,Kraków, 
Generała Jakuba Jasińskiego,11,,30-815,Kraków, 
Górników,11,,30-819,Kraków, 
Górska,11,,30-628,Kraków, 
Imielna,11,,30-856,Kraków, 
Karpacka,11,,30-827,Kraków, 
Księdza Piotra Ściegiennego,11,,30-867,Kraków, 
Laskowa,11,,30-852,Kraków, 
Lubuska,11,,30-630,Kraków, 
Marzanny,11,,30-828,Kraków, 
Muzyków,11,,30-823,Kraków, 
Nad Potokiem,11,,30-830,Kraków, 
Nadzieja,11,,30-645,Kraków, 
Ogórkowa,11,,30-853,Kraków, 
Opty,11,,30-836,Kraków, 
Pawła Morawiańskiego,11,,30-827,Kraków, 
Piotra Bardowskiego,11,,30-807,Kraków, 
Podmiłów,11,,30-829,Kraków, 
Prosta,11,,30-814,Kraków, 
Siostrzana,11,,30-804,Kraków, 
Snycerska,11,,30-817,Kraków, 
Solarzy,11,,30-827,Kraków, 
Szara,11,,30-820,Kraków, 
Szymona Czechowicza,11,,30-828,Kraków, 
Wacława Popławskiego,11,,30-818,Kraków, 
Wojciecha Darasza,11,,30-826,Kraków, 
Wojciecha Stattlera,11,,30-666,Kraków, 
Aleja Adolfa Dygasińskiego,11,,30-820,Kraków, 
Profesora Tadeusza Seweryna,11,,30-632,Kraków, 
Śnieżna,11,,30-822,Kraków, 
Alfreda Dauna,111,,30-629,Kraków, 
Bieżanowska,112,,30-826,Kraków, 
Alfreda Dauna,113,,30-629,Kraków, 
Bieżanowska,114,,30-826,Kraków, 
Bieżanowska,115,,30-826,Kraków, 
Bieżanowska,115A,,30-826,Kraków, 
Bieżanowska,116,,30-826,Kraków, 
Bieżanowska,118,,30-826,Kraków, 
Andrieja Sacharowa,11A,,30-802,Kraków, 
Laskowa,11A,,30-852,Kraków, 
Laskowa,11B,,30-852,Kraków, 
Laskowa,11C,,30-852,Kraków, 
Górników,11a,,30-819,Kraków, 
Górska,11a,,30-628,Kraków, 
Andrieja Sacharowa,12,,30-802,Kraków, 
Anny Libera,12,,30-821,Kraków, 
Bieżanowska,12,,30-812,Kraków, 
Braterska,12,,30-802,Kraków, 
Chłopska,12,,30-806,Kraków, 
Czorsztyńska,12,,30-665,Kraków, 
Filipa Kallimacha,12,,30-834,Kraków, 
Górska,12,,30-628,Kraków, 
Imielna,12,,30-856,Kraków, 
Karpacka,12,,30-827,Kraków, 
Lubuska,12,,30-630,Kraków, 
Marzanny,12,,30-828,Kraków, 
Mazurska,12,,30-802,Kraków, 
Muzyków,12,,30-823,Kraków, 
Młodzieży,12,,30-829,Kraków, 
Pawła Morawiańskiego,12,,30-827,Kraków, 
Promienna,12,,30-823,Kraków, 
Prosta,12,,30-814,Kraków, 
Ruciana,12,,30-803,Kraków, 
Siostrzana,12,,30-804,Kraków, 
Snycerska,12,,30-817,Kraków, 
Solarzy,12,,30-827,Kraków, 
Szara,12,,30-820,Kraków, 
Szymona Czechowicza,12,,30-828,Kraków, 
Wacława Popławskiego,12,,30-818,Kraków, 
Wojciecha Darasza,12,,30-826,Kraków, 
Wojciecha Gersona,12,,30-818,Kraków, 
Aleja Adolfa Dygasińskiego,12,,30-820,Kraków, 
Bieżanowska,121,,30-826,Kraków, 
Bieżanowska,122,,30-826,Kraków, 
Bieżanowska,123,,30-826,Kraków, 
Bieżanowska,123a,,30-826,Kraków, 
Bieżanowska,125,,30-826,Kraków, 
Bieżanowska,126d,,30-836,Kraków, 
Bieżanowska,126f,,30-836,Kraków, 
Bieżanowska,126h,,30-836,Kraków, 
Bieżanowska,127,,30-826,Kraków, 
Bieżanowska,128,,30-836,Kraków, 
Bieżanowska,128A,,30-836,Kraków, 
Działkowa,12A,,30-854,Kraków, 
Działkowa,12B,,30-854,Kraków, 
Działkowa,12C,,30-854,Kraków, 
Marzanny,12a,,30-828,Kraków, 
Młodzieży,12a,,30-829,Kraków, 
Sporna,12A,,30-690,Kraków, 
Braterska,13,,30-802,Kraków, 
Bronisława Pierackiego,13,,30-627,Kraków, 
Działkowa,13,,30-854,Kraków, 
Filipa Kallimacha,13,,30-834,Kraków, 
Górników,13,,30-819,Kraków, 
Imielna,13,,30-856,Kraków, 
Karpacka,13,,30-827,Kraków, 
Marzanny,13,,30-828,Kraków, 
Muzyków,13,,30-823,Kraków, 
Na Kozłówce,13,,30-664,Kraków, 
Nad Potokiem,13,,30-830,Kraków, 
Nadzieja,13,,30-645,Kraków, 
Promienna,13,,30-823,Kraków, 
Prosta,13,,30-814,Kraków, 
Ruciana,13,,30-803,Kraków, 
Snycerska,13,,30-817,Kraków, 
Szara,13,,30-820,Kraków, 
Szymona Czechowicza,13,,30-828,Kraków, 
Wacława Popławskiego,13,,30-818,Kraków, 
Wojciecha Darasza,13,,30-826,Kraków, 
Wojciecha Stattlera,13,,30-666,Kraków, 
Aleja Adolfa Dygasińskiego,13,,30-820,Kraków, 
Profesora Tadeusza Seweryna,13,,30-632,Kraków, 
Łazy,13,,30-855,Kraków, 
Śnieżna,13,,30-822,Kraków, 
Bieżanowska,130,,30-836,Kraków, 
Bieżanowska,131,,30-826,Kraków, 
Bieżanowska,132,,30-836,Kraków, 
Bieżanowska,133,,30-826,Kraków, 
Bieżanowska,134,,30-836,Kraków, 
Bieżanowska,135,,30-826,Kraków, 
Bieżanowska,136,,30-836,Kraków, 
Bieżanowska,137,,30-826,Kraków, 
Bieżanowska,137a,,30-826,Kraków, 
Bieżanowska,138,,30-836,Kraków, 
Bieżanowska,139,,30-826,Kraków, 
Bieżanowska,139a,,30-826,Kraków, 
Łazy,13a,,30-855,Kraków, 
Andrieja Sacharowa,14,,30-802,Kraków, 
Anny Libera,14,,30-821,Kraków, 
Bieżanowska,14,,30-812,Kraków, 
Braterska,14,,30-802,Kraków, 
Chłopska,14,,30-806,Kraków, 
Erazma Jerzmanowskiego,14,,30-836,Kraków, 
Filipa Kallimacha,14,,30-834,Kraków, 
Generała Jakuba Jasińskiego,14,,30-815,Kraków, 
Górska,14,,30-628,Kraków, 
Karpacka,14,,30-827,Kraków, 
Laskowa,14,,30-852,Kraków, 
Lubuska,14,,30-630,Kraków, 
Muzyków,14,,30-823,Kraków, 
Nadzieja,14,,30-645,Kraków, 
Ogórkowa,14,,30-853,Kraków, 
Promienna,14,,30-823,Kraków, 
Prosta,14,,30-814,Kraków, 
Snycerska,14,,30-817,Kraków, 
Solarzy,14,,30-827,Kraków, 
Wacława Popławskiego,14,,30-818,Kraków, 
Wojciecha Darasza,14,,30-826,Kraków, 
Wojciecha Gersona,14,,30-818,Kraków, 
Aleja Adolfa Dygasińskiego,14,,30-820,Kraków, 
Śnieżna,14,,30-822,Kraków, 
Bieżanowska,140,,30-836,Kraków, 
Bieżanowska,141,,30-826,Kraków, 
Bieżanowska,142,,30-836,Kraków, 
Bieżanowska,143,,30-826,Kraków, 
Bieżanowska,144,,30-836,Kraków, 
Bieżanowska,145,,30-826,Kraków, 
Bieżanowska,146,,30-836,Kraków, 
Bieżanowska,148,,30-836,Kraków, 
Bieżanowska,149,,30-836,Kraków, 
Bieżanowska,149B,,30-836,Kraków, 
Działkowa,14A,,30-854,Kraków, 
Działkowa,14B,,30-854,Kraków, 
Działkowa,14C,,30-854,Kraków, 
Ogórkowa,14a,,30-853,Kraków, 
Solarzy,14a,,30-827,Kraków, 
Anny Libera,15,,30-821,Kraków, 
Komandora Bohdana Wrońskiego,15,,30-852,Kraków, 
Braterska,15,,30-802,Kraków, 
Bronisława Pierackiego,15,,30-627,Kraków, 
Ciasna,15,,30-690,Kraków, 
Działkowa,15,,30-854,Kraków, 
Filipa Kallimacha,15,,30-834,Kraków, 
Generała Jakuba Jasińskiego,15,,30-815,Kraków, 
Górników,15,,30-819,Kraków, 
Imielna,15,,30-856,Kraków, 
Karpacka,15,,30-827,Kraków, 
Księdza Piotra Ściegiennego,15,,30-867,Kraków, 
Maksyma Rylskiego,15,,30-806,Kraków, 
Marzanny,15,,30-828,Kraków, 
Młodzieży,15,,30-829,Kraków, 
Na Kozłówce,15,,30-664,Kraków, 
Nad Potokiem,15,,30-830,Kraków, 
Nadzieja,15,,30-645,Kraków, 
Ogórkowa,15,,30-853,Kraków, 
Pawła Morawiańskiego,15,,30-827,Kraków, 
Promienna,15,,30-823,Kraków, 
Prosta,15,,30-814,Kraków, 
Snycerska,15,,30-817,Kraków, 
Solarzy,15,,30-827,Kraków, 
Szara,15,,30-820,Kraków, 
Szymona Czechowicza,15,,30-828,Kraków, 
Wojciecha Gersona,15,,30-818,Kraków, 
Wojciecha Stattlera,15,,30-666,Kraków, 
Profesora Tadeusza Seweryna,15,,30-632,Kraków, 
Łazy,15,,30-855,Kraków, 
Śnieżna,15,,30-822,Kraków, 
Bieżanowska,150,,30-836,Kraków, 
Bieżanowska,151,,30-836,Kraków, 
Bieżanowska,152,,30-836,Kraków, 
Bieżanowska,153,,30-836,Kraków, 
Bieżanowska,153A,,30-836,Kraków, 
Bieżanowska,153B,,30-836,Kraków, 
Bieżanowska,153C,,30-836,Kraków, 
Bieżanowska,153D,,30-836,Kraków, 
Bieżanowska,153E,,30-836,Kraków, 
Bieżanowska,154,,30-836,Kraków, 
Bieżanowska,155,,30-836,Kraków, 
Bieżanowska,157,,30-836,Kraków, 
Bieżanowska,158,,30-836,Kraków, 
Bieżanowska,158a,,30-836,Kraków, 
Bieżanowska,159,,30-836,Kraków, 
Imielna,15A,,30-856,Kraków, 
Ciasna,15a,,30-690,Kraków, 
Nad Potokiem,15a,,30-830,Kraków, 
Andrieja Sacharowa,16,,30-802,Kraków, 
Anny Libera,16,,30-821,Kraków, 
Bieżanowska,16,,30-812,Kraków, 
Braterska,16,,30-802,Kraków, 
Chłopska,16,,30-806,Kraków, 
Czorsztyńska,16,,30-665,Kraków, 
Filipa Kallimacha,16,,30-834,Kraków, 
Generała Jakuba Jasińskiego,16,,30-815,Kraków, 
Imielna,16,,30-856,Kraków, 
Karpacka,16,,30-827,Kraków, 
Malborska,16,,30-625,Kraków, 
Marzanny,16,,30-828,Kraków, 
Muzyków,16,,30-823,Kraków, 
Młodzieży,16,,30-829,Kraków, 
Ogórkowa,16,,30-853,Kraków, 
Pawła Morawiańskiego,16,,30-827,Kraków, 
Promienna,16,,30-823,Kraków, 
Snycerska,16,,30-817,Kraków, 
Solarzy,16,,30-827,Kraków, 
Szara,16,,30-820,Kraków, 
Wojciecha Stattlera,16,,30-666,Kraków, 
Aleja Adolfa Dygasińskiego,16,,30-820,Kraków, 
Śnieżna,16,,30-822,Kraków, 
Bieżanowska,160,,30-836,Kraków, 
Bieżanowska,161,,30-836,Kraków, 
Bieżanowska,161A,,30-836,Kraków, 
Bieżanowska,162,,30-836,Kraków, 
Bieżanowska,163,,30-836,Kraków, 
Bieżanowska,164,,30-836,Kraków, 
Bieżanowska,164a,,30-836,Kraków, 
Bieżanowska,164b,,30-836,Kraków, 
Bieżanowska,165,,30-836,Kraków, 
Bieżanowska,166,,30-836,Kraków, 
Bieżanowska,167,,30-836,Kraków, 
Bieżanowska,169,,30-836,Kraków, 
Działkowa,16A,,30-854,Kraków, 
Działkowa,16B,,30-854,Kraków, 
Działkowa,16C,,30-854,Kraków, 
Solarzy,16a,,30-827,Kraków, 
Andrieja Sacharowa,17,,30-802,Kraków, 
Anny Libera,17,,30-821,Kraków, 
Komandora Bohdana Wrońskiego,17,,30-852,Kraków, 
Braterska,17,,30-802,Kraków, 
Czorsztyńska,17,,30-665,Kraków, 
Działkowa,17,,30-854,Kraków, 
Generała Jakuba Jasińskiego,17,,30-815,Kraków, 
Górników,17,,30-819,Kraków, 
Imielna,17,,30-856,Kraków, 
Karpacka,17,,30-827,Kraków, 
