StreetName,buldingNr,apartmentNr,postalCode,city,district
Grodzka,11,,31-006,Kraków, 
Rynek Główny,11,,31-042,Kraków, 
Rynek Główny,12,,31-042,Kraków, 
Rynek Główny,13,,31-042,Kraków, 
Poselska,16,,31-002,Kraków, 
Grodzka,17,,31-006,Kraków, 
Grodzka,26,,31-044,Kraków, 
Grodzka,28,,31-044,Kraków, 
Grodzka,3,,31-006,Kraków, 
Grodzka,30,,31-044,Kraków, 
Grodzka,32,,31-044,Kraków, 
Grodzka,37,,31-001,Kraków, 
Grodzka,38,,31-044,Kraków, 
Grodzka,40,,31-044,Kraków, 
Grodzka,42,,31-044,Kraków, 
Grodzka,5,,31-006,Kraków, 
Grodzka,7,,31-006,Kraków, 
Rynek Główny,9,,31-042,Kraków, 
Grodzka,13,,31-006,Kraków, 
Grodzka,15,,31-006,Kraków, 
Plac Dominikański,2,,31-043,Kraków, 
Grodzka,46,,31-044,Kraków, 
Grodzka,9,,31-006,Kraków, 
,45,,31-870,Kraków, 
,44,,31-870,Kraków, 
,46,,31-870,Kraków, 
,15,,31-868,Kraków, 
Nowohucka,1D,,31-580,Kraków, 
Kapelanka,54,,30-347,Kraków, 
Aleja Jana Pawła II,140,,31-982,Kraków, 
Aleja Jana Pawła II,142,,31-982,Kraków, 
Aleja Jana Pawła II,144,,31-982,Kraków, 
Aleja Jana Pawła II,196,,31-982,Kraków, 
Juliana Tuwima,23,,31-581,Kraków, 
Aleja Jana Pawła II,232,,31-982,Kraków, 
Biskupa Piotra Tomickiego,3,,31-982,Kraków, 
Konstantego Ildefonsa Gałczyńskiego,38,,31-581,Kraków, 
Biskupa Piotra Tomickiego,5,,31-982,Kraków, 
Aleja Pokoju,84,,31-564,Kraków, 
Balicka,14b,,30-149,Kraków, 
Balicka,16,,30-149,Kraków, 
Zygmunta Miłkowskiego,21,,30-349,Kraków, 
Starowiślna,20,,31-032,Kraków, 
Starowiślna,6,,31-032,Kraków, 
Starowiślna,8,,31-032,Kraków, 
Starowiślna,6,,31-032,Kraków, 
Balicka,18,,30-149,Kraków, 
Balicka,18,,30-149,Kraków, 
Balicka,18,,30-149,Kraków, 
Sołtysowska,37A,,31-589,Kraków, 
Sołtysowska,12A/4,,31-589,Kraków, 
Sołtysowska,12A/3,,31-589,Kraków, 
Sołtysowska,12A/6U,,31-589,Kraków, 
Sołtysowska,12A/2U,,31-589,Kraków, 
Sołtysowska,12A,,31-589,Kraków, 
Sołtysowska,12A/1U,,31-589,Kraków, 
Sikorki,23,,31-589,Kraków, 
Sołtysowska,23a,,31-589,Kraków, 
Białoprądnicka,10,,31-221,Kraków, 
Sołtysowska,23a,,31-589,Kraków, 
Centralna,53B,,31-586,Kraków, 
Centralna,53A,,31-586,Kraków, 
Aleja Pokoju,67,,31-580,Kraków, 
Strąkowa,1,,30-349,Kraków, 
Generała Leopolda Okulickiego,51,,31-637,Kraków, 
Walerego Eliasza Radzikowskiego,69,,31-315,Kraków, 
Balicka,14b,,30-149,Kraków, 
Czarnowiejska,1,,31-126,Kraków, 
Podwale,6/7,,31-118,Kraków, 
Czarnowiejska,4,,31-126,Kraków, 
Nowowiejska,14,,30-052,Kraków, 
Królewska,49,,30-052,Kraków, 
Aleja Kijowska,22,,30-079,Kraków, 
Aleja Kijowska,24,,30-079,Kraków, 
Strąkowa,7,,30-410,Kraków, 
Kapelanka,37,,30-309,Kraków, 
Kielecka,2,,31-526,Kraków, 
Kielecka,1,,31-523,Kraków, 
Topolowa,50,,31-075,Kraków, 
Wacława Lipińskiego,3a,,30-349,Kraków, 
Koszalińska,12,,30-349,Kraków, 
,76,,31-423,Kraków, 
Leonida Teligi,24,,30-835,Kraków, 
Leonida Teligi,24,,30-835,Kraków, 
Mogilska,42,,31-546,Kraków, 
Mogilska,40,,31-546,Kraków, 
Mogilska,51,,31-546,Kraków, 
Aleksandra Lubomirskiego,51,,31-509,Kraków, 
Mogilska,68,,31-546,Kraków, 
Wacława Lipińskiego,20a,,30-349,Kraków, 
Topolowa,16,,31-512,Kraków, 
Topolowa,17,,31-512,Kraków, 
Ariańska,3,,31-505,Kraków, 
Topolowa,52,,31-512,Kraków, 
Topolowa,8,,31-512,Kraków, 
Lubicz,5,,31-512,Kraków, 
Rakowicka,16,,31-511,Kraków, 
Topolowa,32,,31-512,Kraków, 
,26A,,31-628,Kraków, 
Arcybiskupa Zygmunta Szczęsnego Felińskiego,20,,31-236,Kraków, 
Centralna,43A,,31-586,Kraków, 
Niepokalanej Marii Panny,10,,31-589,Kraków, 
Sołtysowska,10,,31-589,Kraków, 
Niepokalanej Marii Panny,10a,,31-589,Kraków, 
Sołtysowska,10B,,31-589,Kraków, 
Niepokalanej Marii Panny,67,,31-589,Kraków, 
Niepokalanej Marii Panny,67A,,31-589,Kraków, 
Niepokalanej Marii Panny,74,,31-589,Kraków, 
Niepokalanej Marii Panny,76,,31-589,Kraków, 
Niepokalanej Marii Panny,78,,31-589,Kraków, 
Niepokalanej Marii Panny,80,,31-589,Kraków, 
Niepokalanej Marii Panny,82,,31-589,Kraków, 
Niepokalanej Marii Panny,90,,31-589,Kraków, 
Niepokalanej Marii Panny,84,,31-589,Kraków, 
Niepokalanej Marii Panny,111A,,31-589,Kraków, 
Niepokalanej Marii Panny,111B,,31-589,Kraków, 
Andrzeja Kmicica,21,,31-980,Kraków, 
Andrzeja Kmicica,21A,,31-980,Kraków, 
Opata Salwińskiego,33,,31-980,Kraków, 
Opata Salwińskiego,35,,31-980,Kraków, 
Ernesta Cieślewskiego,11,,31-467,Kraków, 
Ernesta Cieślewskiego,13,,31-467,Kraków, 
Ernesta Cieślewskiego,15,,31-467,Kraków, 
Ernesta Cieślewskiego,17,,31-467,Kraków, 
Ernesta Cieślewskiego,3,,31-467,Kraków, 
Ernesta Cieślewskiego,5,,31-467,Kraków, 
Ernesta Cieślewskiego,7,,31-467,Kraków, 
Ernesta Cieślewskiego,9,,31-467,Kraków, 
Kazimierza Kordylewskiego,7,,31-542,Kraków, 
Pilotów,79,,31-462,Kraków, 
Bosaków,11,,31-476,Kraków, 
Józefa Leopolda Kmietowicza,5,,30-092,Kraków, 
Brogi,14b,,31-431,Kraków, 
Aleja 29 Listopada,56B,,31-425,Kraków, 
Generała Ignacego Prądzyńskiego,16,,31-426,Kraków, 
Żabiniec,10,,31-215,Kraków, 
Żabiniec,10a,,31-215,Kraków, 
Żabiniec,11,,31-215,Kraków, 
Żabiniec,13,,31-215,Kraków, 
Żabiniec,14,,31-215,Kraków, 
Żabiniec,17,,31-215,Kraków, 
Żabiniec,18,,31-215,Kraków, 
Żmujdzka,18,,31-217,Kraków, 
Żabiniec,19,,31-215,Kraków, 
Żabiniec,20,,31-215,Kraków, 
Żmujdzka,20,,31-217,Kraków, 
Żabiniec,21,,31-215,Kraków, 
Żmujdzka,22,,31-217,Kraków, 
Żabiniec,23,,31-215,Kraków, 
Żabiniec,24,,31-215,Kraków, 
Żabiniec,25,,31-215,Kraków, 
Żabiniec,26,,31-215,Kraków, 
Żmujdzka,26,,31-217,Kraków, 
Żabiniec,27,,31-215,Kraków, 
Żmujdzka,27,,31-217,Kraków, 
Żabiniec,28,,31-215,Kraków, 
Żmujdzka,28,,31-217,Kraków, 
Żabiniec,29,,31-215,Kraków, 
Żmujdzka,29,,31-217,Kraków, 
Żabiniec,30,,31-215,Kraków, 
Żmujdzka,30,,31-217,Kraków, 
Żabiniec,31,,31-215,Kraków, 
Żmujdzka,31,,31-217,Kraków, 
Żabiniec,32,,31-215,Kraków, 
Żmujdzka,32,,31-217,Kraków, 
Żabiniec,33,,31-215,Kraków, 
Żmujdzka,33,,31-217,Kraków, 
Żabiniec,34,,31-215,Kraków, 
Żabiniec,35,,31-215,Kraków, 
Żabiniec,36,,31-215,Kraków, 
Żabiniec,37,,31-215,Kraków, 
Żabiniec,38,,31-215,Kraków, 
Żabiniec,39,,31-215,Kraków, 
Żmujdzka,39,,31-217,Kraków, 
Żabiniec,4,,31-215,Kraków, 
Żmujdzka,41,,31-217,Kraków, 
Żmujdzka,43,,31-217,Kraków, 
Żabiniec,44,,31-215,Kraków, 
Żabiniec,44a,,31-215,Kraków, 
Żmujdzka,45,,31-217,Kraków, 
Żabiniec,46,,31-215,Kraków, 
Żmujdzka,49,,31-217,Kraków, 
Żabiniec,50,,31-215,Kraków, 
Żabiniec,52,,31-215,Kraków, 
Żabiniec,56,,31-215,Kraków, 
Żabiniec,7,,31-215,Kraków, 
Żabiniec,8,,31-215,Kraków, 
Żabiniec,9,,31-215,Kraków, 
Lekarska,10,,31-203,Kraków, 
Księdza Kazimierza Siemaszki,38,,31-207,Kraków, 
Lekarska,4,,31-203,Kraków, 
Lekarska,8,,31-203,Kraków, 
Żabiniec,95,,31-215,Kraków, 
Żabiniec,97,,31-215,Kraków, 
Rynek Podgórski,14,,30-518,Kraków, 
Prądnicka,125,,31-215,Kraków, 
Biała,15,,31-215,Kraków, 
Prądnicka,69,,31-202,Kraków, 
Janusza Korczaka,7,,31-215,Kraków, 
Prądnicka,71,,31-202,Kraków, 
Prądnicka,73,,31-202,Kraków, 
Prądnicka,75,,31-202,Kraków, 
Prądnicka,77,,31-202,Kraków, 
Prądnicka,79,,31-202,Kraków, 
Prądnicka,81,,31-202,Kraków, 
Prądnicka,83,,31-202,Kraków, 
Prądnicka,87,,31-202,Kraków, 
Prądnicka,89,,31-202,Kraków, 
Księdza Kazimierza Siemaszki,39a,,31-207,Kraków, 
Księdza Kazimierza Siemaszki,42,,31-207,Kraków, 
Księdza Kazimierza Siemaszki,44,,31-207,Kraków, 
Księdza Kazimierza Siemaszki,46a,,31-207,Kraków, 
Księdza Kazimierza Siemaszki,48,,31-207,Kraków, 
Księdza Kazimierza Siemaszki,50,,31-207,Kraków, 
Warmijska,10,,30-069,Kraków, 
Generała Augusta Fieldorfa-Nila,11,,31-209,Kraków, 
Generała Augusta Fieldorfa-Nila,15,,31-209,Kraków, 
Krowoderskich Zuchów,6,,31-272,Kraków, 
Prądnicka,35,,31-202,Kraków, 
Krowoderskich Zuchów,13,,31-271,Kraków, 
Opolska,13,,31-276,Kraków, 
Opolska,15,,31-276,Kraków, 
Opolska,17,,31-276,Kraków, 
Opolska,19,,31-276,Kraków, 
"Batalionu ""Skała"" AK",2,,31-273,Kraków, 
Opolska,21,,31-276,Kraków, 
Opolska,23,,31-276,Kraków, 
Opolska,25,,31-276,Kraków, 
Opolska,27,,31-276,Kraków, 
Opolska,29,,31-276,Kraków, 
"Batalionu ""Skała"" AK",2B,,31-273,Kraków, 
Opolska,31,,31-276,Kraków, 
Opolska,33,,31-276,Kraków, 
Opolska,35,,31-276,Kraków, 
Opolska,41,,31-277,Kraków, 
Opolska,43,,31-277,Kraków, 
Opolska,45,,31-277,Kraków, 
Opolska,47,,31-277,Kraków, 
Opolska,49,,31-277,Kraków, 
Opolska,51,,31-277,Kraków, 
Opolska,53,,31-277,Kraków, 
Opolska,55,,31-277,Kraków, 
Opolska,57,,31-277,Kraków, 
Opolska,59,,31-277,Kraków, 
Opolska,61,,31-277,Kraków, 
Opolska,63,,31-277,Kraków, 
Opolska,65,,31-277,Kraków, 
Opolska,67,,31-277,Kraków, 
Opolska,69,,31-277,Kraków, 
Krowoderskich Zuchów,8,,31-272,Kraków, 
Rusznikarska,1,,31-261,Kraków, 
Rusznikarska,11,,31-261,Kraków, 
Rusznikarska,3,,31-261,Kraków, 
Józefa Wybickiego,3a,,31-261,Kraków, 
Rusznikarska,5,,31-261,Kraków, 
Rusznikarska,7,,31-261,Kraków, 
Rusznikarska,9,,31-261,Kraków, 
Józefa Wybickiego,42,,31-302,Kraków, 
Jana Styki,6,,31-303,Kraków, 
Walerego Eliasza Radzikowskiego,109,,31-342,Kraków, 
Walerego Eliasza Radzikowskiego,127,,31-342,Kraków, 
Walerego Eliasza Radzikowskiego,129,,31-342,Kraków, 
Walerego Eliasza Radzikowskiego,138,,31-342,Kraków, 
Walerego Eliasza Radzikowskiego,140,,31-342,Kraków, 
Walerego Eliasza Radzikowskiego,114A,,30-342,Kraków, 
Walerego Eliasza Radzikowskiego,114B,,30-342,Kraków, 
Walerego Eliasza Radzikowskiego,114C,,30-342,Kraków, 
Walerego Eliasza Radzikowskiego,114D,,30-342,Kraków, 
Walerego Eliasza Radzikowskiego,114E,,30-342,Kraków, 
Walerego Eliasza Radzikowskiego,114F,,30-342,Kraków, 
Walerego Eliasza Radzikowskiego,114G,,30-342,Kraków, 
Walerego Eliasza Radzikowskiego,114H,,30-342,Kraków, 
Stanisława Fishera,30,,31-321,Kraków, 
Stanisława Fishera,32,,31-321,Kraków, 
Josepha Conrada,39,,30-357,Kraków, 
Władysława Łokietka,106,,31-334,Kraków, 
Władysława Łokietka,146,,31-334,Kraków, 
Władysława Łokietka,154a,,31-334,Kraków, 
Władysława Łokietka,154b,,31-334,Kraków, 
Władysława Łokietka,154c,,31-334,Kraków, 
Władysława Łokietka,154d,,31-334,Kraków, 
Władysława Łokietka,154e,,31-334,Kraków, 
Władysława Łokietka,154f,,31-334,Kraków, 
Władysława Łokietka,154g,,31-334,Kraków, 
Władysława Łokietka,154h,,31-334,Kraków, 
Władysława Łokietka,154i,,31-334,Kraków, 
Władysława Łokietka,154j,,31-334,Kraków, 
Władysława Łokietka,154k,,31-334,Kraków, 
Władysława Łokietka,154l,,31-334,Kraków, 
Władysława Łokietka,154m,,31-334,Kraków, 
Władysława Łokietka,154n,,31-334,Kraków, 
Władysława Łokietka,154o,,31-334,Kraków, 
Władysława Łokietka,154p,,31-334,Kraków, 
Władysława Łokietka,154r,,31-334,Kraków, 
Władysława Łokietka,154s,,31-334,Kraków, 
Chabrowa,2,,31-335,Kraków, 
Orlich Gniazd,2,,31-335,Kraków, 
Owsiana,2,,31-332,Kraków, 
Skrajna,2,,31-331,Kraków, 
Władysława Łokietka,236,,31-334,Kraków, 
Władysława Łokietka,236a,,31-334,Kraków, 
Chabrowa,25,,31-335,Kraków, 
Chabrowa,27,,31-335,Kraków, 
Orlich Gniazd,35,,31-335,Kraków, 
Orlich Gniazd,37,,31-335,Kraków, 
Orlich Gniazd,4,,31-335,Kraków, 
Władysława Łokietka,90,,31-334,Kraków, 
Długa,1,,31-147,Kraków, 
Jana Sobieskiego,1,,31-136,Kraków, 
Kremerowska,1,,31-130,Kraków, 
Krowoderska,1,,31-141,Kraków, 
Stefana Batorego,1,,31-135,Kraków, 
Długa,10,,31-146,Kraków, 
Jana Sobieskiego,10,,31-136,Kraków, 
Kremerowska,10,,31-130,Kraków, 
Stefana Batorego,10,,31-135,Kraków, 
Łobzowska,10,,31-140,Kraków, 
Długa,11,,31-147,Kraków, 
Krowoderska,11,,31-141,Kraków, 
Stefana Batorego,11,,31-135,Kraków, 
Długa,12,,31-146,Kraków, 
Kremerowska,12,,31-130,Kraków, 
Łobzowska,12,,31-140,Kraków, 
Krowoderska,13,,31-141,Kraków, 
Długa,14,,31-146,Kraków, 
Jana Sobieskiego,14,,31-136,Kraków, 
Kremerowska,14,,31-130,Kraków, 
Stefana Batorego,14,,31-135,Kraków, 
Łobzowska,14,,31-140,Kraków, 
Jana Sobieskiego,15,,31-136,Kraków, 
Kremerowska,15,,31-130,Kraków, 
Krowoderska,15,,31-141,Kraków, 
Stefana Batorego,15b,,31-135,Kraków, 
Stefana Batorego,15a,,31-135,Kraków, 
Długa,16,,31-146,Kraków, 
Kremerowska,16,,31-130,Kraków, 
Stefana Batorego,16,,31-135,Kraków, 
Łobzowska,16,,31-140,Kraków, 
Jana Sobieskiego,16A,,31-136,Kraków, 
Jana Sobieskiego,16B,,31-136,Kraków, 
Jana Sobieskiego,16C,,31-136,Kraków, 
Jana Sobieskiego,17,,31-136,Kraków, 
Kremerowska,17,,31-130,Kraków, 
Krowoderska,17,,31-141,Kraków, 
Stefana Batorego,17,,31-135,Kraków, 
Jana Sobieskiego,18,,31-136,Kraków, 
Stefana Batorego,18,,31-135,Kraków, 
Łobzowska,18,,31-140,Kraków, 
Jana Sobieskiego,19,,31-136,Kraków, 
Krowoderska,19,,31-141,Kraków, 
Stefana Batorego,19,,31-135,Kraków, 
Stefana Batorego,1a,,31-135,Kraków, 
Długa,2,,31-146,Kraków, 
Jana Sobieskiego,2,,31-136,Kraków, 
Kremerowska,2,,31-130,Kraków, 
Krowoderska,2,,31-141,Kraków, 
Stefana Batorego,2,,31-135,Kraków, 
Łobzowska,2,,31-140,Kraków, 
Jana Sobieskiego,20,,31-136,Kraków, 
Stefana Batorego,20,,31-135,Kraków, 
Łobzowska,20,,31-140,Kraków, 
Krowoderska,21,,31-141,Kraków, 
Stefana Batorego,21,,31-135,Kraków, 
Jana Sobieskiego,22,,31-136,Kraków, 
Stefana Batorego,22,,31-135,Kraków, 
Krowoderska,23,,31-141,Kraków, 
Stefana Batorego,23,,31-135,Kraków, 
Jana Sobieskiego,24,,31-136,Kraków, 
Stefana Batorego,24,,31-135,Kraków, 
Łobzowska,24,,31-140,Kraków, 
Krowoderska,25,,31-141,Kraków, 
Stefana Batorego,25,,31-135,Kraków, 
Stefana Batorego,26,,31-135,Kraków, 
Krowoderska,27,,31-141,Kraków, 
Łobzowska,28,,31-140,Kraków, 
Krowoderska,29,,31-141,Kraków, 
Kremerowska,3,,31-130,Kraków, 
Krowoderska,3,,31-141,Kraków, 
Stefana Batorego,3,,31-135,Kraków, 
Krowoderska,31,,31-141,Kraków, 
Długa,33,,31-147,Kraków, 
Krowoderska,33,,31-141,Kraków, 
Długa,35,,31-147,Kraków, 
Krowoderska,35,,31-142,Kraków, 
Długa,37,,31-147,Kraków, 
Krowoderska,37,,31-142,Kraków, 
Długa,39,,31-147,Kraków, 
Krowoderska,39,,31-142,Kraków, 
Długa,4,,31-146,Kraków, 
Jana Sobieskiego,4,,31-136,Kraków, 
Kremerowska,4,,31-130,Kraków, 
Stefana Batorego,4,,31-135,Kraków, 
Łobzowska,4,,31-140,Kraków, 
Długa,40,,31-146,Kraków, 
Długa,41,,31-147,Kraków, 
Krowoderska,41,,31-142,Kraków, 
Długa,42,,31-146,Kraków, 
Długa,43,,31-147,Kraków, 
Krowoderska,43,,31-142,Kraków, 
Długa,44,,31-146,Kraków, 
Długa,45,,31-147,Kraków, 
Krowoderska,45,,31-142,Kraków, 
Długa,46,,31-146,Kraków, 
Długa,47,,31-147,Kraków, 
Krowoderska,47,,31-142,Kraków, 
Długa,48,,31-146,Kraków, 
Krowoderska,49,,31-142,Kraków, 
Stefana Batorego,4A,,31-135,Kraków, 
Jana Sobieskiego,5,,31-136,Kraków, 
Kremerowska,5,,31-130,Kraków, 
Krowoderska,5,,31-141,Kraków, 
Długa,50,,31-146,Kraków, 
Długa,51,,31-147,Kraków, 
Krowoderska,51,,31-142,Kraków, 
Długa,52,,31-146,Kraków, 
Długa,53,,31-147,Kraków, 
Krowoderska,53,,31-142,Kraków, 
Długa,54,,31-146,Kraków, 
Długa,55,,31-147,Kraków, 
Krowoderska,55,,31-142,Kraków, 
Długa,56,,31-146,Kraków, 
Krowoderska,57,,31-142,Kraków, 
Długa,58,,31-146,Kraków, 
Długa,59,,31-147,Kraków, 
Długa,6,,31-146,Kraków, 
Jana Sobieskiego,6,,31-136,Kraków, 
Kremerowska,6,,31-130,Kraków, 
Stefana Batorego,6,,31-135,Kraków, 
Łobzowska,6,,31-140,Kraków, 
Długa,60,,31-146,Kraków, 
Długa,61,,31-147,Kraków, 
Długa,62,,31-146,Kraków, 
Długa,63,,31-147,Kraków, 
Długa,67,,31-147,Kraków, 
Krowoderska,67,,31-158,Kraków, 
Długa,68,,31-146,Kraków, 
Długa,69,,31-147,Kraków, 
Długa,69A,,31-147,Kraków, 
Długa,69B,,31-147,Kraków, 
Długa,69C,,31-147,Kraków, 
Długa,69D,,31-147,Kraków, 
Stefana Batorego,6A,,31-135,Kraków, 
Jana Sobieskiego,7,,31-136,Kraków, 
Kremerowska,7,,31-130,Kraków, 
Krowoderska,7,,31-141,Kraków, 
Długa,70,,31-146,Kraków, 
Długa,74,,31-146,Kraków, 
Długa,76,,31-146,Kraków, 
Długa,78,,31-146,Kraków, 
Długa,8,,31-146,Kraków, 
Kremerowska,8,,31-130,Kraków, 
Stefana Batorego,8,,31-135,Kraków, 
Łobzowska,8,,31-140,Kraków, 
Długa,84,,31-146,Kraków, 
Długa,86,,31-146,Kraków, 
Długa,9,,31-147,Kraków, 
Kremerowska,9,,31-130,Kraków, 
Krowoderska,9,,31-141,Kraków, 
Stefana Batorego,9,,31-135,Kraków, 
Karmelicka,10,,31-128,Kraków, 
Karmelicka,11,,31-133,Kraków, 
Karmelicka,12,,31-128,Kraków, 
Karmelicka,13,,31-133,Kraków, 
Karmelicka,14,,31-128,Kraków, 
Karmelicka,15,,31-133,Kraków, 
Karmelicka,15a,,31-133,Kraków, 
Karmelicka,16,,31-128,Kraków, 
Karmelicka,17,,31-133,Kraków, 
Karmelicka,18,,31-128,Kraków, 
Karmelicka,19,,31-131,Kraków, 
Karmelicka,20,,31-128,Kraków, 
Karmelicka,21a,,31-131,Kraków, 
Karmelicka,21A,,31-131,Kraków, 
Karmelicka,22,,31-128,Kraków, 
Karmelicka,23,,31-131,Kraków, 
Karmelicka,25,,31-131,Kraków, 
Karmelicka,27,,31-131,Kraków, 
Karmelicka,29,,31-131,Kraków, 
Karmelicka,30,,31-128,, 
Karmelicka,31,,31-131,Kraków, 
Karmelicka,35,,31-131,Kraków, 
Karmelicka,36,,31-128,Kraków, 
Karmelicka,42,,31-128,Kraków, 
Karmelicka,44,,31-128,Kraków, 
Karmelicka,5,,31-133,Kraków, 
Karmelicka,52,,31-128,Kraków, 
Karmelicka,54,,31-128,Kraków, 
Karmelicka,56,,31-128,Kraków, 
Karmelicka,58,,31-128,Kraków, 
Karmelicka,6,,31-128,Kraków, 
Karmelicka,68,,31-128,Kraków, 
Karmelicka,68,,31-128,Kraków, 
Karmelicka,70,,31-128,Kraków, 
Karmelicka,9,,31-133,Kraków, 
Garbarska,10,,31-132,Kraków, 
Garbarska,11,,31-131,Kraków, 
Garbarska,12,,31-132,Kraków, 
Garbarska,13,,31-131,Kraków, 
Garbarska,14,,31-132,Kraków, 
Garbarska,15,,31-131,Kraków, 
Garbarska,16,,31-132,Kraków, 
Garbarska,18-20,,31-132,Kraków, 
Garbarska,2,,31-132,Kraków, 
Garbarska,22,,31-132,Kraków, 
Garbarska,24,,31-132,Kraków, 
Garbarska,26,,31-132,Kraków, 
Garbarska,3,,31-131,Kraków, 
Garbarska,4,,31-132,Kraków, 
Garbarska,5,,31-131,Kraków, 
Garbarska,6,,31-132,Kraków, 
Garbarska,7,,31-131,Kraków, 
Garbarska,8,,31-132,Kraków, 
Garbarska,9,,31-131,Kraków, 
Józefa Szujskiego,1,,31-123,Kraków, 
Rajska,10,,31-124,Kraków, 
Rajska,10a,,31-124,Kraków, 
Józefa Szujskiego,11,,31-123,Kraków, 
Krupnicza,11b,,31-123,Kraków, 
Rajska,2,,31-124,Kraków, 
Rajska,20,,31-124,Kraków, 
Rajska,22,,31-124,Kraków, 
Rajska,24,,31-124,Kraków, 
Józefa Szujskiego,3,,31-123,Kraków, 
Józefa Szujskiego,4,,31-123,Kraków, 
Rajska,4,,31-124,Kraków, 
Józefa Szujskiego,5,,31-123,Kraków, 
Józefa Szujskiego,6,,31-123,Kraków, 
Rajska,6,,31-124,Kraków, 
Józefa Szujskiego,7,,31-123,Kraków, 
Rajska,8,,31-124,Kraków, 
Józefa Szujskiego,9,,31-123,Kraków, 
Marszałka Józefa Piłsudskiego,1,,31-110,Kraków, 
Jabłonowskich,10,,31-114,Kraków, 
Marszałka Józefa Piłsudskiego,13,,31-110,Kraków, 
Marszałka Józefa Piłsudskiego,15,,31-110,Kraków, 
Jabłonowskich,2,,31-114,Kraków, 
Marszałka Józefa Piłsudskiego,2,,31-109,Kraków, 
Marszałka Józefa Piłsudskiego,24,,31-109,Kraków, 
Marszałka Józefa Piłsudskiego,26,,31-111,Kraków, 
Marszałka Józefa Piłsudskiego,40,,31-111,Kraków, 
Plac Generała Władysława Sikorskiego,5,,31-115,Kraków, 
Smoleńsk,10,,31-107,Kraków, 
Smoleńsk,12,,31-107,Kraków, 
Smoleńsk,25a,,31-108,Kraków, 
Smoleńsk,26,,31-112,Kraków, 
Smoleńsk,27,,31-112,Kraków, 
Smoleńsk,3,,31-108,Kraków, 
Smoleńsk,37,,31-112,Kraków, 
Smoleńsk,5,,31-108,Kraków, 
Smoleńsk,8,,31-107,Kraków, 
Zwierzyniecka,21,,31-105,Kraków, 
Zwierzyniecka,29,,31-105,Kraków, 
Zwierzyniecka,4,,31-102,Kraków, 
Zwierzyniecka,10,,31-102,Kraków, 
Felicjanek,1,,31-103,Kraków, 
Tarłowska,1,,31-102,Kraków, 
Tarłowska,11,,31-102,Kraków, 
Tarłowska,13,,31-102,Kraków, 
Felicjanek,15,,31-103,Kraków, 
Tarłowska,15,,31-102,Kraków, 
Tarłowska,17,,31-102,Kraków, 
Tarłowska,19,,31-102,Kraków, 
Mała,2,,31-103,Kraków, 
Tarłowska,21,,31-102,Kraków, 
Tarłowska,23,,31-102,Kraków, 
Tarłowska,3,,31-102,Kraków, 
Felicjanek,4,,31-104,Kraków, 
Bolesława Komorowskiego,1,,30-106,Kraków, 
Kornela Ujejskiego,1,,30-102,Kraków, 
Marcina Borelowskiego-Lelewela,1,,30-108,Kraków, 
Retoryka,1,,31-108,Kraków, 
Wygoda,1,,31-106,Kraków, 
Władysława Syrokomli,1,,30-102,Kraków, 
Aleja Zygmunta Krasińskiego,1-3,,31-111,Kraków, 
Kazimierza Morawskiego,10,,31-102,Kraków, 
Retoryka,10,,31-107,Kraków, 
Włóczków,10,,30-103,Kraków, 
Bolesława Komorowskiego,11,,30-106,Kraków, 
Marcina Borelowskiego-Lelewela,11,,30-108,Kraków, 
Retoryka,11,,31-108,Kraków, 
Wygoda,11,,31-106,Kraków, 
Aleja Zygmunta Krasińskiego,11b,,31-111,Kraków, 
Aleja Zygmunta Krasińskiego,11C,,31-111,Kraków, 
Bolesława Komorowskiego,11a,,30-106,Kraków, 
Kazimierza Morawskiego,12,,31-102,Kraków, 
Włóczków,12,,30-103,Kraków, 
Marcina Borelowskiego-Lelewela,13,,30-108,Kraków, 
Senatorska,13,,30-112,Kraków, 
Wygoda,13,,31-106,Kraków, 
Retoryka,14,,31-107,Kraków, 
Aleja Zygmunta Krasińskiego,15,,31-111,Kraków, 
Aleja Zygmunta Krasińskiego,17,,31-111,Kraków, 
Bolesława Komorowskiego,2,,30-106,Kraków, 
Emila Zegadłowicza,2,,31-104,Kraków, 
Marcina Borelowskiego-Lelewela,2,,30-108,Kraków, 
Retoryka,2,,31-107,Kraków, 
Władysława Syrokomli,2,,30-102,Kraków, 
Włóczków,2,,30-103,Kraków, 
Rotmistrza Zbigniewa Dunin-Wąsowicza,2,,30-112,Kraków, 
Senatorska,21,,30-112,Kraków, 
Marcina Borelowskiego-Lelewela,22,,30-108,Kraków, 
Władysława Syrokomli,22,,30-102,Kraków, 
Retoryka,23,,31-108,Kraków, 
Retoryka,24,,31-107,Kraków, 
Aleja Zygmunta Krasińskiego,25,,31-111,Kraków, 
Senatorska,25,,30-106,Kraków, 
Retoryka,26,,31-107,Kraków, 
Retoryka,28,,31-107,Kraków, 
Władysława Syrokomli,28,,30-102,Kraków, 
Bolesława Komorowskiego,3,,30-106,Kraków, 
Emila Zegadłowicza,3,,31-104,Kraków, 
Aleja Zygmunta Krasińskiego,4,,30-101,Kraków, 
Retoryka,4,,31-107,Kraków, 
Retoryka,4A,,31-107,Kraków, 
Retoryka,4B,,31-107,Kraków, 
Retoryka,6,,31-107,Kraków, 
Włóczków,6,,30-103,Kraków, 
Retoryka,6A,,31-107,Kraków, 
